0,0.41206896551724137,0.4170692431561997,0.4962962962962963,0.4013961605584642,0.3890909090909091,0.4141048824593128,0.4316546762589928,0.4191829484902309,0.4479717813051146,

0,0,0.4634974533106961,0.36752136752136755,0.30297029702970296,0.24949698189134809,0.29504950495049503,0.3066132264529058,0.3386454183266932,0.2515592515592516,

0,0,0,0.5186500888099467,0.4457627118644068,0.47594501718213056,0.48344370860927155,0.47692307692307695,0.4587628865979381,0.4982758620689655,

0,0,0,0,0.39787234042553193,0.3452914798206278,0.37915742793791574,0.21394230769230768,0.40700218818380746,0.33867276887871856,

0,0,0,0,0,0.26105263157894737,0.2815734989648033,0.29338842975206614,0.3555992141453831,0.32193158953722334,

0,0,0,0,0,0,0.17880794701986755,0.23178807947019867,0.3023255813953488,0.2946058091286307,

0,0,0,0,0,0,0,0.2554585152838428,0.34917355371900827,0.3292929292929293,

0,0,0,0,0,0,0,0,0.34177215189873417,0.32708333333333334,

0,0,0,0,0,0,0,0,0,0.3184713375796178,

0,0,0,0,0,0,0,0,0,0,

